icpsr2,year,alpha_st,anti_inst,policy,pos_affect,posAffPer,neg_affect,num_tweets,dist,congress,nominate_dim1,nominate_dim2,democrat,seniority,st,op_ideo,pid7,ideo5,white,hispanic,educ,faminc,unionmember,approval_pres,approval_rep,count,name,pop,college,ageless18,age65plus,poverty,black,white_acs,hispanic_acs,unemp_clf,armedforces,nilf,medinc,gini,foreignborn,Incumbent,Party,Biden,Trump20,Clinton,Trump16,Obama,Romney,dempvote20,dempvote16,dempvote12,namedem12016,votesdem12016,namedem22016,votesdem22016,namerep12016,votesrep12016,namerep22016,votesrep22016,totalvotes2016,namedem12018,votesdem12018,namedem22018,votesdem22018,namerep12018,votesrep12018,namerep22018,votesrep22018,totalvotes2018,namedem12020,votesdem12020,namedem22020,votesdem22020,namerep12020,votesrep12020,namerep22020,votesrep22020,totalvotes2020,demHvote2016,uncontested2016,demHvote2018,uncontested2018,demHvote2020,uncontested2020,incumbentD2016,incumbloseD2016,runoffD2016,PRIMARYD2016,GENERALD2016,wongeneralD2016,numcandsD2016,incumbentR2016,incumbloseR2016,runoffR2016,PRIMARYR2016,GENERALR2016,wongeneralR2016,numcandsR2016,incumbentD2018,incumbloseD2018,runoffD2018,PRIMARYD2018,GENERALD2018,wongeneralD2018,numcandsD2018,incumbentR2018,incumbloseR2018,runoffR2018,PRIMARYR2018,GENERALR2018,wongeneralR2018,numcandsR2018,incumbentD2020,incumbloseD2020,runoffD2020,PRIMARYD2020,GENERALD2020,wongeneralD2020,numcandsD2020,incumbentR2020,incumbloseR2020,runoffR2020,PRIMARYR2020,GENERALR2020,wongeneralR2020,numcandsR2020,primaryvote2016,primarychall2016,primaryvote2018,primarychall2018,primaryvote2020,primarychall2020,primvote,primchal,demHvote2016_2,demHvote2018_2,demHvote2020_2,dempvote16_2,trumpy,demHvote,dem_normal,economic,y1,y2,y3,y4,y5,y6,y7,affect
20340,2021,NC,18,0.6401273885,19,0.06050955414,21,314,1,117,-0.404,0.184,1,10,NC,0.1133462,3.374468085,3.261616466,0.50361705,0,0.2519136775,5.0754952,0.18146658,3.140065116,2.914791648,48,"Congressional District 1 (116th Congress), North Carolina",755156,0.16584076,0.21108089,0.16112962,0.18622643,0.45800206,0.47630158,0.088854492,0.069791578,0.0016048775,0.40334445,0.25812,0.48710001,0.075037479,G.K. Butterfield,(D),53.9,45.3,54.7,43.6,57.1,42.4,0.54334676,0.55645984,0.57386935,G K BUTTERFIELD,240661,,,H POWELL DEW JR,101567,,,350699,G K BUTTERFIELD,190457,,,ROGER W ALLISON,82218,,,272675,G K BUTTERFIELD,188870,,,SANDY SMITH,159748,,,348618,0.70321834,0,0.6984762,0,0.54176778,0,1,,,,0.6862323531,1,0,0,,,,0.28961303,0,0,1,,,,0.6984762079,1,0,0,,,,0.3015237921,0,0,1,,,,0.5417677802,1,0,0,,,0.7726280148,0.4582322198,0,3,1,0,1,0,1,0,1,0,0.49451604,0.48786899,0.29351231,0.30964756,0.017409503,0.54176778,0.55789196,-1.9468234,0,0,0,0,0,1,0,0.12738854
22149,2021,NC,139,0.751950078,84,0.04368174727,130,1923,2,117,-0.409,0.268,1,1,NC,-0.14739431,3.551212925,2.895027027,0.72491294,0.09018285273,0.4259497553,7.144750342,0.18412207,2.764758111,3.123419874,56,"Congressional District 2 (116th Congress), North Carolina",840465,0.24126773,0.25913036,0.13500741,0.092792682,0.20933768,0.71622854,0.097678073,0.05027099,0.011971056,0.34322762,0.34862,0.4499,0.071425937,Deborah Ross,(D),64.3,34,60.3,35.9,57,41.7,0.65412003,0.62681913,0.57750762,JOHN P MCNEIL,169082,,,GEORGE HOLDING,221485,,,390567,LINDA COLEMAN,151977,,,GEORGE HOLDING,170072,,,331704,DEBORAH K ROSS,311887,,,ALAN D SWAIN,172544,,,495345,0.4329142,0,0.47190645,0,0.6438213,0,0,,,0.4612262208,0.4329141991,0,5,1,1,,0.533958431,0.5670858009,1,3,0,,,0.5602787875,0.4581705376,0,3,1,,,0.7621126701,0.512722186,1,2,0,,,0.6984745694,0.6296359103,1,3,0,,,,0.3483309612,0,0,0.46122622,3,0.56027877,2,0.69847459,3,0.69847459,3,0.18741471,0.22269569,0.41450587,0.39290223,-0.049311519,0.6438213,0.61948228,1.0381317,0,0,0,0,0,1,0,0.11128445
21987,2021,NC,111,0.6999031946,58,0.05614714424,445,1033,3,117,0.486,0.027,0,2,NC,0.14960021,3.57703709,3.191111837,0.564686,0.1137886891,0.3051202309,4.985627496,0.31581277,2.749283664,2.730366336,71,"Congressional District 3 (116th Congress), North Carolina",756531,0.15757649,0.21852905,0.16840288,0.13272953,0.2227536,0.72629011,0.080086604,0.072436422,0.12158698,0.38141465,0.27254,0.44839999,0.04104789,Greg Murphy,(R),37.7,60.9,36.5,61,40.5,58.6,0.38235295,0.37435898,0.40867811,ERNEST T REEVES,106170,,,WALTER B JONES,217531,,,323701,,,,,WALTER B JONES,187901,,,187901,DARYL FARROW,132752,,,GREGORY F MURPHY,229800,,,362552,0.32798788,0,0,1,0.36615989,0,0,,,0.5467942746,0.3279878653,0,2,1,,,0.6486963662,0.6720121347,1,3,,,,,,,,1,,,0.4302132288,1,1,3,0,,,,0.3661598888,0,0,1,,,,0.6338401112,1,0,0.64869636,3,0.43021324,3,1,0,1,0,0.10757605,0,0.13407306,0.14014465,0.034319133,0.36615989,0.38846335,-1.3585092,0,0,0,0,0,1,0,0.48693126
15438,2021,NC,31,0.8033282905,31,0.04689863843,63,661,4,117,-0.343,-0.03,1,17,NC,-0.010271716,3.380767795,2.99620591,0.48523343,0.02994503664,0.4468711646,5.480797372,0.29251939,3.242694293,3.147874214,65,"Congressional District 4 (116th Congress), North Carolina",857571,0.31384256,0.21768227,0.11035821,0.10130007,0.24125932,0.60872281,0.10480065,0.039253965,0.0009875074,0.2993224,0.38174999,0.46180001,0.15858161,David Price,(D),66.6,32.2,65.2,31.9,63.2,35.7,0.67408907,0.67147273,0.63902932,DAVID E PRICE,279380,,,SUE GOOGE,130161,,,409541,DAVID PRICE,247067,,,"STEVE A ""VON"" LOOR",82052,,,341403,DAVID E PRICE,332421,,,ROBERT THOMAS,161298,,,493719,0.68217832,0,0.75069201,0,0.67329997,0,1,,,,0.6821783411,1,0,0,,,0.7133454972,0.3178216589,0,2,1,,,0.7709336326,0.7236813971,1,3,0,,,,0.2403376655,0,0,1,,,0.8667842565,0.6732999945,1,1,0,,,0.4832545148,0.3267000055,0,4,1,0,0.77093363,3,0.86678427,1,0.86678427,1,0.46536726,0.56353849,0.45333284,0.45087561,-0.032443404,0.67329997,0.66153038,2.1270232,0,0,0,0,0,1,0,0.14220877
20521,2021,NC,76,0.7215909091,59,0.1117424242,292,528,5,117,0.627,0.149,0,9,NC,0.32888898,4.324411957,3.331021734,0.833215,0.01310363603,0.2815008849,5.458129264,0.24910982,2.379630586,3.053609231,68,"Congressional District 5 (116th Congress), North Carolina",756559,0.17035721,0.21082163,0.17834564,0.15598783,0.15866707,0.79051471,0.096790865,0.054145183,0.002051543,0.41357562,0.26743001,0.48949999,0.062993102,Virginia Foxx,(R),31.6,67.4,30.3,67.2,35.6,63.1,0.31919193,0.31076923,0.36068895,JOSH BRANNON,147887,,,VIRGINIA FOXX,207625,,,355512,DD ADAMS,120468,,,VIRGINIA FOXX,159917,,,280385,DAVID WILSON BROWN,119846,,,VIRGINIA FOXX,257843,,,385244,0.41598314,0,0.42965209,0,0.31731397,0,0,,,0.4771078148,0.4159831454,0,3,1,,,0.6794140934,0.5840168546,1,2,0,,,0.5442518248,0.4296520855,0,2,1,,,0.8078673924,0.5703479145,1,3,0,,,0.6802765561,0.3110911526,0,2,1,,,,0.6692978995,1,0,0.67941409,2,0.80786741,3,1,0,1,0,0.17304197,0.18460092,0.10068815,0.096577518,0.049919724,0.31731397,0.33021671,-1.0235268,0,0,0,0,0,1,0,0.66477275
22135,2021,NC,68,0.7063267233,52,0.04910292729,91,1059,6,117,-0.274,0.189,1,1,NC,0.017633228,3.219773875,2.857463941,0.5224269,0.1223188246,0.2802118038,5.403714476,0.19350806,3.199191215,2.975201495,81,"Congressional District 6 (116th Congress), North Carolina",768774,0.16272092,0.22548759,0.17359588,0.13976149,0.21639,0.71336442,0.10111424,0.052118368,0.0018133285,0.3912262,0.28127,0.46830001,0.070314556,Kathy Manning,(D),61.6,37.2,59.4,37.9,58.4,40.7,0.62348181,0.61048305,0.58930373,PETE GLIDEWELL,143167,,,MARK WALKER,207983,,,351150,RYAN WATTS,123651,,,B MARK WALKER,160709,,,284360,KATHY MANNING,253531,,,LEE HAYWOOD,153598,,,407129,0.40770894,0,0.43483964,0,0.62272888,0,0,,,,0.4077089563,0,0,1,,,0.779210575,0.5922910437,1,2,0,,,0.7715663934,0.4348396399,0,2,1,,,,0.5651603601,1,0,0,,,0.4829526675,0.6227289139,1,5,0,,,0.7325696579,0.3772710861,0,2,1,2,0.77156639,0,0.48295265,5,0.48295265,5,0.16622658,0.18908551,0.38779128,0.37268955,-0.021179318,0.62272888,0.6077562,-0.73746735,0,0,0,0,0,1,0,0.13503306
21544,2021,NC,8,0.7348993289,13,0.04362416107,110,298,7,117,0.566,0.173,0,4,NC,0.32638985,4.026087648,3.153021257,0.66613668,0.02101520035,0.4945467123,5.43898246,0.16598402,2.629942503,2.815819157,53,"Congressional District 7 (116th Congress), North Carolina",795777,0.17417206,0.20819652,0.19264317,0.15811339,0.2021295,0.74863309,0.095828354,0.059813138,0.011477352,0.42326438,0.26541999,0.47600001,0.061850242,David Rouzer,(R),40.7,58.1,38.7,58.6,41.9,57.2,0.41194332,0.39773896,0.42280525,J WESLEY CASTEEN,135905,,,DAVID ROUZER,211801,,,347706,KYLE HORTON,120838,,,DAVID ROUZER,156809,,,282312,CHRISTOPHER M WARD,179045,,,DAVID ROUZER,272443,,,452208,0.39086181,0,0.4352217,0,0.39656645,0,0,,,,0.39086182,0,0,1,,,,0.60913818,1,0,0,,,0.6700430094,0.428029981,0,2,1,,,,0.555445748,1,0,0,,,0.4631872395,0.3959350564,0,3,1,,,,0.6024727559,1,0,1,0,1,0,1,0,1,0,0.15277295,0.18941793,0.15726495,0.15819629,0.025066286,0.39656645,0.41082919,-1.1967611,0,0,0,0,0,1,0,0.41275167
21346,2021,NC,72,0.7914764079,38,0.05783866058,313,657,8,117,0.541,0.136,0,5,NC,0.31818959,4.51950558,3.468007506,0.75361741,0.05118705649,0.3360601851,5.757529237,0.32208401,2.293971493,3.003037972,81,"Congressional District 8 (116th Congress), North Carolina",788902,0.1760968,0.24179429,0.14572279,0.12984882,0.25466153,0.65783709,0.10344504,0.065227747,0.083313659,0.36346328,0.28549999,0.449,0.065664686,Richard Hudson,(R),46.1,52.5,44.1,53.2,47.3,51.8,0.46754563,0.45323741,0.47729567,THOMAS MILLS,133182,,,RICHARD HUDSON,189863,,,323045,FRANK MCNEILL,114119,,,RICHARD HUDSON,141402,,,255521,PATRICIA TIMMONS-GOODSON,177781,,,RICHARD HUDSON,202774,,,380555,0.41227072,0,0.44661298,0,0.46716243,0,0,,,,0.4122707363,0,0,1,,,0.6457782861,0.5877292637,1,2,0,,,0.5601636535,0.4466129985,0,3,1,,,,0.5533870015,1,0,0,,,,0.4671624338,0,0,1,,,,0.5328375662,1,0,0.6457783,2,1,0,1,0,1,0,0.16996714,0.19946316,0.21824074,0.20542416,0.024058253,0.46716243,0.46602625,-0.85910827,0,0,0,0,0,1,0,0.53424656
21986,2021,NC,310,0.6621839699,63,0.03388918774,1327,1859,9,117,0.715,-0.287,0,2,NC,0.24946076,4.455811495,3.462415065,0.59759718,0.03330017011,0.3562249931,6.689536072,0.10858463,2.229277373,2.353527815,44,"Congressional District 9 (116th Congress), North Carolina",783780,0.22548497,0.24886958,0.14963894,0.13148971,0.20232463,0.65257978,0.080164075,0.053404629,0.0054894811,0.39151868,0.31066,0.51950002,0.075753398,Dan Bishop,(R),45.5,53.4,43.2,53.7,44.2,54.9,0.46006066,0.44582042,0.44601414,CHRISTIAN CANO,139041,,,ROBERT PITTENGER,193452,,,332493,DAN MCCREADY,138341,,,MARK HARRIS,139246,,,282717,CYNTHIA L WALLACE,179463,,,DAN BISHOP,224661,,,404124,0.41817722,0,0.49836987,0,0.44407904,0,0,,,,0.4181772248,0,0,1,,,0.3495076299,0.5818227752,1,3,0,,,0.8278574533,0.4893267826,1,2,1,1,,0.4854249081,0.4925278636,1,3,0,,,0.5602504879,0.444079045,0,4,1,,,,0.555920955,1,0,0.34950763,3,0.48542491,3,1,0,1,0,0.17487219,0.24837252,0.1972062,0.19875585,0.0001937151,0.44407904,0.45063174,0.076914817,0,0,0,0,0,1,0,0.7477138
20522,2021,NC,56,0.775147929,21,0.04142011834,255,507,10,117,0.536,0.106,0,9,NC,0.40067011,4.88001145,3.688534195,0.92035627,0.02512388642,0.3144503238,5.131866227,0.096822545,1.841700956,3.21681436,59,"Congressional District 10 (116th Congress), North Carolina",760336,0.16237618,0.21185371,0.18127118,0.13431562,0.13429195,0.81071264,0.066692881,0.059956823,0.0012615306,0.39719161,0.27191001,0.46129999,0.049291365,Patrick McHenry,(R),31.2,67.7,29.6,67.9,34.1,64.9,0.31547016,0.30358973,0.34444445,ANDY MILLARD,128919,,,PATRICK T MCHENRY,220825,,,349744,DAVID WILSON BROWN,113259,,,PATRICK MCHENRY,164969,,,278228,DAVID PARKER,128189,,,PATRICK T MCHENRY,284095,,,412284,0.36860961,0,0.4070726,0,0.31092402,0,0,,,,0.3686096116,0,0,1,,,0.7841757079,0.6313903884,1,4,0,,,,0.4070726167,0,0,1,,,0.7072080462,0.5929273833,1,6,0,,,,0.3109240232,0,0,1,,,0.7166908762,0.6890759768,1,3,0.78417569,4,0.70720804,6,0.7166909,3,0.7166909,3,0.13587305,0.16570811,0.096673749,0.092166722,0.040854722,0.31092402,0.32116812,-0.97415262,0,0,0,0,0,1,0,0.5443787
22109,2021,NC,605,0.5929758545,120,0.03762935089,1948,3189,11,117,0.554,-0.261,0,1,NC,0.25465021,4.36796078,3.61714296,0.89737266,0.00489200254,0.2433651944,5.061570568,0.11303463,2.368515995,2.88462174,58,"Congressional District 11 (116th Congress), North Carolina",758083,0.16273154,0.19089863,0.22395173,0.13573579,0.040437523,0.90184188,0.062704213,0.047070552,0.0013074601,0.44099122,0.26361999,0.45460001,0.046847112,Madison Cawthorn,(R),43.3,55.4,39.9,57.2,43.5,55.2,0.43870315,0.41091657,0.44072947,RICK BRYSON,129103,,,MARK MEADOWS,230405,,,359508,PHILLIP G PRICE,116508,,,MARK MEADOWS,178012,,,300666,MOE DAVIS,190609,,,MADISON CAWTHORN,245351,,,450145,0.35911024,0,0.39558604,0,0.43721673,0,0,,,0.5065572914,0.3591102284,0,2,1,,,,0.6408897716,1,0,0,,,0.4058995099,0.3874997506,0,3,1,,,0.8634756924,0.5920589624,1,2,0,,,0.473265328,0.4234391141,0,5,0,,1,0.2271985534,0.5450488176,1,12,1,0,0.86347568,2,0.22719856,12,0.22719856,12,0.12896016,0.15648831,0.19115847,0.16885242,0.029812902,0.43721673,0.43011639,-0.66984546,0,0,0,0,0,1,0,0.64847916
21545,2021,NC,85,0.7232851143,233,0.1087260849,160,2143,12,117,-0.465,0.026,1,5,NC,-0.028318169,3.634718558,3.071026127,0.49645174,0,0.4425451314,6.061127833,0.14845884,2.431511085,2.947119026,59,"Congressional District 12 (116th Congress), North Carolina",865614,0.27319241,0.23906268,0.095369302,0.12167317,0.39217827,0.46997508,0.15153752,0.051513195,0.00092851458,0.27830812,0.33475,0.4666,0.16266951,Alma Adams,(D),70.1,28.5,67.3,29.5,66.5,32.6,0.71095335,0.69524795,0.67103934,ALMA S ADAMS,234115,,,LEON THREATT,115185,,,349300,ALMA ADAMS,203974,,,PAUL WRIGHT,75164,,,279138,ALMA S ADAMS,341457,,,,,,,341457,0.67024046,0,0.73072815,0,1,1,1,,,0.4250651309,0.670240481,1,7,0,,,0.41796221,0.329759519,0,3,1,,,0.8551209527,0.7307281703,1,4,0,,,0.4320590208,0.2692718297,0,3,1,,,0.8810801636,1,1,2,,,,,,,,0.42506513,7,0.85512096,4,0.88108015,2,0.88108015,2,0.44922227,0.53396362,1,0.48336971,-0.024208605,1,0.69241357,0.83458847,0,0,0,0,0,1,0,0.18338777
21708,2021,NC,157,0.6670168067,56,0.05882352941,444,952,13,117,0.653,-0.08,0,3,NC,0.26165786,4.125022735,3.340596305,0.69298661,0.01503750584,0.2837087671,5.607764103,0.21763685,2.282047188,2.851244366,53,"Congressional District 13 (116th Congress), North Carolina",777328,0.19362015,0.21915202,0.16304442,0.13868405,0.23677135,0.69109309,0.079674214,0.058663756,0.0010242012,0.3750203,0.28555,0.4677,0.081185803,Ted Budd,(R),31.8,67.1,30.6,67,34.3,64.7,0.3215369,0.3135246,0.34646463,BRUCE DAVIS,156049,,,TED BUDD,199443,,,355492,KATHY MANNING,130402,,,TED BUDD,147570,,,286316,SCOTT HUFFMAN,124684,,,TED BUDD,267181,,,391865,0.43896627,0,0.46911919,0,0.31818101,0,0,,,0.2567611778,0.4389662777,0,5,0,,,0.1999621523,0.5610337223,1,17,0,,,0.7014133008,0.4554478269,0,2,1,,,,0.5154095475,1,0,0,,,,0.3181810062,0,0,1,,,,0.6818189938,1,0,0.19996215,17,1,0,1,0,1,0,0.19269139,0.22007282,0.10123915,0.098297678,0.03294003,0.31818101,0.32717538,-0.61951256,0,0,0,0,0,1,0,0.52521008
21901,2021,ND,72,0.6991236611,65,0.06329113924,332,1027,1,117,0.479,-0.015,0,2,ND,0.17828126,4.439967043,3.359002657,0.89078403,0.01612213167,0.3328552688,6.195172349,0.21189712,2.09827458,2.952895194,59,"Congressional District (at Large) (116th Congress), North Dakota",756717,0.21802661,0.23224534,0.14917466,0.097366653,0.035364609,0.86576092,0.037420858,0.027568838,0.015615371,0.2974906,0.36327001,0.45370001,0.040694211,Kelly Armstrong,(R),31.9,65.5,27.7,64.1,38.9,58.7,0.32751539,0.30174291,0.39856556,CHASE IRON EYES,80377,,,KEVIN CRAMER,233980,,,338459,,,,,KELLY ARMSTRONG,193568,,,321532,,,,,KELLY ARMSTRONG,245229,,,355598,0.255687,0,0,1,0,1,,,,,,,,1,,,0.9905526543,0.6913097303,1,1,,,,,,,,0,,,0.5621605356,0.6020178396,1,4,,,,,,,,1,,,0.9953919814,0.6896983971,1,1,0.99055266,1,0.56216055,4,0.99539196,1,0.99539196,1,0.065375842,0,0,0.091048785,0.096822649,0,0.34260795,1.5566274,0,0,0,0,0,1,0,0.38656279
20518,2021,NE,18,0.6446540881,5,0.01572327044,51,318,1,117,0.304,-0.061,0,9,NE,0.2470943,4.401942515,3.188784146,0.78998464,0.01715123525,0.4038455594,6.564341818,0.29432797,2.406544725,3.002458198,64,"Congressional District 1 (116th Congress), Nebraska",644886,0.20713206,0.24090305,0.14990556,0.10215294,0.043006051,0.88387871,0.093974747,0.033587717,0.010267993,0.29795605,0.32262999,0.4289,0.069578186,Mike Flood,(R),41.3,56.3,36.2,57.5,40.8,57.5,0.42315573,0.38633937,0.41505596,DANIEL M WIK,83467,,,JEFF FORTENBERRY,189771,,,273238,JESSICA MCCLURE,93069,,,JEFF FORTENBERRY,141712,,,234781,KATE BOLZ,119622,,,JEFF FORTENBERRY,189006,,,317566,0.30547363,0,0.39640772,0,0.38759282,0,0,,,1,0.3054736164,0,1,1,,,1,0.6945263836,1,1,0,,,0.6573586023,0.3964077161,0,2,1,,,1,0.6035922839,1,1,0,,,0.7764280731,0.3766839019,0,2,1,,,1,0.5951707677,1,1,1,1,1,1,1,1,1,1,0.093314134,0.15713908,0.1502282,0.14925811,0.028716594,0.38759282,0.40818369,0.93423402,0,0,0,0,0,1,0,0.17610063
21701,2021,NE,539,0.6636551854,292,0.05495953322,1594,5313,2,117,0.357,-0.046,0,3,NE,0.038579237,3.867953314,2.852881693,0.79491997,0.004248247902,0.367245185,5.207549173,0.40831289,2.48614376,2.293178184,53,"Congressional District 2 (116th Congress), Nebraska",668413,0.26256496,0.26216725,0.12352991,0.097761415,0.11340444,0.81178105,0.11376948,0.036471695,0.0051445318,0.28289446,0.37125,0.45680001,0.087929167,Don Bacon,(R),52.2,45.7,46,48.2,45.7,52.8,0.53319716,0.48832271,0.4639594,BRAD ASHFORD,137602,,,DON BACON,141066,,,288308,KARA EASTMAN,121770,,,DON BACON,126715,,,248485,KARA EASTMAN,155706,,,DON BACON,171071,,,336962,0.49378473,0,0.49004969,0,0.47649008,0,1,,,1,0.4772743039,0,1,0,,,0.659687787,0.4892892323,1,2,0,,,0.5164309032,0.4900497012,0,2,1,,,1,0.5099502988,1,1,0,,,0.6215576476,0.4620877132,0,3,1,,,0.9060512712,0.5076863266,1,2,0.65968776,2,1,1,0.90605128,2,0.90605128,2,0.24382335,0.24014869,0.22704279,0.23845907,-0.024363309,0.47649008,0.49515975,1.7323862,0,0,0,0,0,1,0,0.35497835
20729,2021,NE,12,0.7526501767,4,0.01413427562,47,283,3,117,0.516,0.213,0,8,NE,0.25627959,4.853414645,3.567419179,0.90145767,0,0.3349756583,5.549195901,0.23270561,2.221895306,3.140134529,39,"Congressional District 3 (116th Congress), Nebraska",601272,0.15607928,0.23868732,0.19097513,0.10401449,0.020361833,0.92182076,0.11911914,0.02967711,0.00068089826,0.33068755,0.30430001,0.43309999,0.056972552,Adrian Smith,(R),22.4,75.6,20,74.9,27.8,70.2,0.22857143,0.21074815,0.28367347,,,,,ADRIAN SMITH,226720,,,226720,PAUL THEOBALD,49654,,,ADRIAN SMITH,163650,,,213304,MARK ELWORTH JR,50690,,,ADRIAN SMITH,225157,,,286770,0,1,0.23278514,0,0.18376128,0,,,,,,,,1,,,1,1,1,1,0,,,1,0.232785133,0,1,1,,,0.6574234397,0.767214867,1,4,0,,,1,0.1767618649,0,1,1,,,0.8261951764,0.7851483767,1,5,1,1,0.65742344,4,0.82619518,5,0.82619518,5,0,0.054188918,0.033768211,0.044414785,0.072925314,0.18376128,0.24099769,0.45393178,0,0,0,0,0,1,0,0.18021202
21951,2021,NH,56,0.6962566845,11,0.01176470588,103,935,1,117,-0.277,0.371,1,2,NH,0.12202567,3.847205964,2.908481717,0.8546133,0,0.4624671925,7.426306078,0.35913774,2.736145513,2.826857096,65,"Congressional District 1 (116th Congress), New Hampshire",680153,0.23611054,0.19306833,0.16926485,0.072723344,0.024592996,0.92967612,0.036707915,0.036934003,0.0038852207,0.30952856,0.37342,0.4364,0.061034795,Chris Pappas,(D),52.2,46.2,46.6,48.2,50.2,48.6,0.53048778,0.49156117,0.50809717,CAROL SHEA-PORTER,162080,,,FRANK C GUINTA,157176,,,365984,CHRIS PAPPAS,155884,,,EDDIE EDWARDS,130996,,,291039,CHRIS PAPPAS,205606,,,MATT MOWERS,185159,,,400661,0.50768036,0,0.54337704,0,0.5261628,0,1,,,0.9882299131,0.4428608901,1,1,0,,,0.4647069178,0.4294613972,0,4,0,,,0.4235516392,0.5356120657,1,11,0,,,0.4743397808,0.4500977532,0,6,1,,,0.9944955937,0.5131669915,1,1,0,,,0.5905681524,0.4621338239,0,5,0.98822993,1,0.42355165,11,0.99449557,1,0.99449557,1,0.25773934,0.29525861,0.2768473,0.24163239,0.016535997,0.5261628,0.51004869,1.8026067,0,0,0,0,0,1,0,0.12192513
21340,2021,NH,54,0.7649092481,51,0.04407951599,96,1157,2,117,-0.258,-0.103,1,5,NH,0.22951181,3.941778907,3.068782215,0.95286828,0,0.4717589857,6.586610588,0.27737647,2.732889468,2.875078921,60,"Congressional District 2 (116th Congress), New Hampshire",667971,0.21785618,0.19259518,0.18065006,0.067725994,0.020997917,0.92789358,0.038214233,0.035484012,0.0011746291,0.33720446,0.36307001,0.4404,0.06165088,Annie Kuster,(D),53.5,44.8,48.6,46.2,54.2,44.5,0.54425228,0.51265824,0.54913878,ANN M KUSTER,174371,,,JIM LAWRENCE,158825,,,350509,ANNE MCLANE KUSTER,155358,,,STEVEN NEGRON,117990,,,279705,ANN M KUSTER,208289,,,STEVEN NEGRON,168886,,,386441,0.5233286,0,0.5683524,0,0.55223435,0,1,,,0.9932578793,0.4974301084,1,1,0,,,0.3969042393,0.453181791,0,7,1,,,0.9909152086,0.5554351906,1,1,0,,,0.2589696731,0.4218372929,0,7,1,,,0.9259095863,0.5389930158,1,2,0,,,0.4799314002,0.4370291972,0,4,0.99325788,1,0.99091518,1,0.92590958,2,0.92590958,2,0.27387282,0.32302445,0.30496278,0.26281846,0.036480546,0.55223435,0.53534979,1.6717534,0,0,0,0,0,1,0,0.12705272
21536,2021,NJ,28,0.733627204,99,0.06234256927,100,1588,1,117,-0.426,0.332,1,5,NJ,0.092615075,3.132911909,2.828733146,0.60358042,0.005233374868,0.2483935264,6.631061489,0.46044108,3.42838658,2.909496393,48,"Congressional District 1 (116th Congress), New Jersey",725599,0.20571102,0.2232583,0.15530755,0.10265587,0.19242722,0.67942899,0.13702334,0.063608721,0.00088167004,0.3361904,0.35835999,0.454,0.096863419,Donald Norcross,(D),62.1,36.6,60.6,36.1,65.1,33.8,0.62917936,0.62668043,0.65824068,DONALD NORCROSS,183231,,,BOB PATTERSON,112388,,,305473,DONALD W NORCROSS,169628,,,PAUL E DILKS,87617,,,263418,DONALD NORCROSS,240567,,,CLAIRE H GUSTAFSON,144463,,,385030,0.61982149,0,0.65940249,0,0.62480068,0,1,,,0.7029192831,0.5998271533,1,2,0,,,,0.3679146766,0,0,1,,,0.8409883537,0.6439499199,1,3,0,,,1,0.3326158425,0,1,1,,,1,0.6248006649,1,1,0,,,1,0.3751993351,0,1,0.7029193,2,0.84098834,3,1,1,1,1,0.38417867,0.43481165,0.39037588,0.39272836,0.031560242,0.62480068,0.63803351,0.29439744,0,0,0,0,0,1,0,0.12531486
91980,2021,NJ,0,0,0,0,0,1,2,117,0.321,-0.45,0,2,NJ,0.12754135,3.644182756,2.950712278,0.74431092,0.02513477325,0.3273067602,6.685233995,0.34202239,2.946319956,2.771034442,64,"Congressional District 2 (116th Congress), New Jersey",714910,0.17574567,0.21341428,0.18480928,0.11113287,0.14223608,0.75549787,0.16424865,0.071791403,0.0041385982,0.38426083,0.31332001,0.46619999,0.10157782,Jeff Van Drew,(R),47.9,50.8,46,50.6,53.5,45.4,0.485309,0.47619048,0.54095048,DAVID H COLE,110838,,,FRANK A LOBIONDO,176338,,,297795,JEFF VAN DREW,136685,,,SETH GROSSMAN,116866,,,258363,AMY KENNEDY,173849,,,JEFFERSON VAN DREW,195526,,,376547,0.38595843,0,0.53908288,0,0.4706572,0,0,,,0.8106604922,0.3721956379,0,2,1,,,1,0.5921456035,1,1,0,,,0.5698631061,0.5290424713,1,4,0,,,0.3904965786,0.4523325708,0,4,0,,,0.6209184914,0.4616926971,0,5,1,,,0.8235336963,0.5192605438,1,2,1,1,0.39049658,4,0.82353371,2,0.82353371,2,0.14896391,0.29061034,0.2215182,0.22675738,0.06476,0.4706572,0.50081664,-0.63143849,0,0,0,0,0,1,0,0
